document,line,note,notevalue,syllable,accenttype,accent,juncture,member1,lex,wd,cg,ag,minorp1,minorp,majorp,ftype,metricalboundary,musicalsection,supplement,meter,propername,emphasis,initialrise,secondaryrise,soundsymbolism,note
21,14,d,2,trI,,,,,b,b,,,,m,m,,,,,paeonic,n,,,,,
21,15,d,1,tO,,,n,,m,m,,,,m,m,,,,,paeonic,n,,,,,
21,15,e,1,tO,,,,,m,m,,,,m,m,,,,,paeonic,n,,,,,
21,15,,1,ni,p,a,,,m,m,,,,m,m,,,,,paeonic,n,,,,,
21,15,e,2,dos,,,p,,e,e,,,,e,e,,p,e,,paeonic,n,,,,,
21,16,A,1,me,,,,l,b,b,,b,,,b,,,b,,paeonic,,hyperbaton,,,,
21,16,d,1,li,r,a,c,l,m,m,,m,,,m,,,,,paeonic,,hyperbaton,,,,
21,16,B,1,pno,,,,,m,m,,m,,,m,,,,,paeonic,,hyperbaton,,,,
21,16,d,2,on,,,lf,,e,e,,m,,,m,,,,,paeonic,,hyperbaton,,,,
21,16,eF,1,de,P,g,fl,,s,,,e,,,m,postpositive,,,,paeonic,,,,,,
21,16,g,1,li,r,a,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,16,eF,1,bu,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,16,d,2,s au,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,16,d,2,dAG,p,g,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,16,eF,1,Ke,r,a,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,16,,,On,,,l,,u,u,,,,,u,,,,s,paeonic,,,,,,
21,16,,,lO,,,n,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,16,,,lO,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,16,,,to,p,g,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,16,,,s a,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,16,d,1,ne,r,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,16,,,mel,,,,,m,m,,,,,m,,,,i,paeonic,,,,,,
21,16,,,pe,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,16,,,n hA,,,,,b,b,,,,,m,,,,s,paeonic,,,,,,
21,17,,1,dei,p,c,n,,m,m,,,,,m,,,,,paeonic,,,,,,
21,17,BF,1,dei,p,c,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,17,BF,1,ja,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,17,BF,1,n o,?,a,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,17,A,1,pa,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,17,A,2,meiG,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,17,e,1,nu,r,a,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,17,A,1,me,,,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,17,A,1,no,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,17,A,1,s ai,,,n,,b,b,,,,,m,,,,,paeonic,,hyperbaton,,,,
21,17,BF,1,s ai,,,,,m,m,,,,,m,,,,,paeonic,,hyperbaton,,,,
21,17,B,1,jo,p,a,,,m,m,,,,,m,,,,,paeonic,,hyperbaton,,,,
21,17,,,lois,,,l,,e,e,,,,,u,,,,s,paeonic,,hyperbaton,,,,
21,17,,,ki,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,17,,,Ta,r,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,17,,,ri,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,17,,,os,,,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,18,,,me,r,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,18,,,le,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,18,,,si,,,p,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,18,,,n ha,r,a,,,b,,,b,,,b,prepositive,,,s,paeonic,,,,,,
21,18,BF,1,ma,,,ffl,,e,,,m,,,m,prepositive,,,,paeonic,,,,,,
21,18,d,2,d' I,r,a,,,b,b,,m,,,m,,,,,paeonic,,,,,,
21,18,d,1,a,,,,,m,m,,m,,,m,,,,,paeonic,,,,,,
21,18,BF,2,Kem,,,l,,e,e,,e,,,m,,,,,paeonic,,,,,,
21,18,A,1,pe,,,,l,b,b,,,,,m,,,,,paeonic,,,,,,
21,18,A,1,tro,,,c,l,m,m,,,,,m,,,,,paeonic,,,,,,
21,18,BF,1,ka,,,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,18,B,2,toi,r,a,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,18,BF,2,kE,,,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,18,A,1,to,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,18,A,2,s A,,,,,b,b,,,,,m,,,,,paeonic,n,,,,,
21,19,,,KO,p,g,l,,e,e,,,,,u,,,,s,paeonic,n,,,,,no p at this juncture according to dagm
21,19,,,pai,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,19,,,jA,p,g,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,19,,,n i,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,19,,,e,p,g,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,19,,,pai,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,19,,,jAn,p,a,p,,u,u,,,,,u,,p,e,i,paeonic,,,,,,
21,20,,,ho,P,g,f,,u,u,,b,,,u,proclitic,,b,i,paeonic,,,,,,
21,20,,,de,P,g,fl,,u,u,,m,,,u,postpositive,,,i,paeonic,,,,,,
21,20,,,ge,r,a,,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,20,,,gA,,,lf,,u,u,,e,,,u,,,,i,paeonic,,,,,,
21,20,f,1,T' ho,r,a,,,b,,,b,,,u,prepositive,,,,paeonic,,,,,,
21,20,d,1,ti,,,fl,,e,,,m,,,m,prepositive,,,,paeonic,,,,,,
21,20,f,1,no,r,a,,,b,b,,m,,,m,,,,,paeonic,,,,,,
21,20,f,2,Oi,,,l,,e,e,,e,,,m,,,,,paeonic,,,,,,
21,20,d,2,dek,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,20,d,1,sa,r,a,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,20,B,1,me,,,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,20,c,1,no,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,20,d,1,s am,,,n,f,b,b,,,,,m,,,,,paeonic,,hyperbaton,,,,
21,20,e,1,s am,,,c,f,m,m,,,,,m,,,,,paeonic,,hyperbaton,,,,
21,20,f,1,bro,r,a,,,m,m,,,,,m,,,,,paeonic,,hyperbaton,,,,
21,20,e,2,tAn,,,l,,e,e,,,,,m,,,,,paeonic,,hyperbaton,,,,
21,20,f,1,di,,,,,b,b,,,,,m,,,,,paeonic,n,hyperbaton,,,,
21,20,,,o,p,g,l,,u,u,,,,,u,,,,i,paeonic,n,hyperbaton,,,,
21,20,,,s e,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,20,,,peG,r,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,21,,,nO,,,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,21,,,Pre,P,a,p,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,21,,,n' an,,,f,,s,,,b,,b,b,proclitic,,,,paeonic,,,,,,antí is proclitic or prepositive; PGS 357
21,21,c,1,T' hO,P,c,n,,b,,,m,,m,m,prepositive,,,,paeonic,,,,,,
21,21,B,1,T' hO,P,c,f,,e,,,e,,m,m,prepositive,,,,paeonic,,,,,,
21,21,c,1,n e,,,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,21,d,2,kei,p,a,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,21,c,2,nA,,,f,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,21,d,1,s a,,,fl,,s,,,b,,m,m,proclitic,,,,paeonic,,,,,,
21,21,d,2,p' ar,,,,,b,b,,m,,m,m,,,,,paeonic,,,,,,
21,21,,2,KAs,p,c,l,,e,e,,e,,e,m,,,,,paeonic,,,,,,
21,21,e,1,pai,,,,,b,b,,,,b,m,,,,,paeonic,n,,,,,
21,21,f,2,jE,R,a,,,m,m,,,,m,m,,,,,paeonic,n,,,,,
21,22,d,1,o,,,,,m,m,,,,m,m,,,,,paeonic,n,,,,,
21,22,d,1,na,,,l,,e,e,,,,m,m,,,,,paeonic,n,,,,,
21,22,e,1,ki,,,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,22,f,2,klEis,r,a,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,22,e,1,ko,,,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,22,,,me,,,l,,e,e,,,,e,m,,,,,paeonic,,,,,,
21,22,,,n ha,r,a,c,f,b,b,,,,b,m,,,,,paeonic,,,,,,
21,22,,,pAs,,,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,22,,,lA,,,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,22,,,o,p,g,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,22,,,s au,,,,l,b,b,,,,m,m,,,,,paeonic,,,,,,
21,22,e,2,toK,,,c,l,m,m,,,,m,m,,,,,paeonic,,,,,,
21,22,e,1,To,r,a,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,22,E,2,nO,,,lf,,e,e,,,,e,m,,,,,paeonic,,,,,,
21,22,c,2,n E,,,,,b,,,b,,b,m,proclitic,,,,paeonic,,,,,,
21,22,c,1,de,p,g,fl,,e,,,m,,m,m,proclitic,,,,paeonic,,,,,,
21,22,e,2,bak,r,a,,,b,b,,m,,m,m,,,,,paeonic,n,,,,,
21,23,c,2,Kou,,,l,,e,e,,e,,m,m,,,,,paeonic,n,,,,,
21,23,c,1,me,r,a,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,23,B,2,gas,,,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,23,F,2,Tur,,,,l,b,b,,,,m,m,,,,,paeonic,,,,,,
21,23,F,1,so,,,c,l,m,m,,,,m,m,,,,,paeonic,,,,,,
21,23,A,2,plHk,p,g,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,23,,,s hes,,,,,b,b,,,,m,m,,,,s,paeonic,,,,,,
21,23,,,mo,p,g,l,,e,e,,,,m,m,,,,s,paeonic,,,,,,
21,23,,,s hi,,,,,b,b,,,,m,m,,,,s,paeonic,,,,,,
21,23,c,1,e,,,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,23,d,2,ros,p,g,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,23,d,1,te,,,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,23,e,2,KnI,,,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,23,f,1,tO,p,c,n,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,23,e,1,tO,p,c,l,,e,e,,,,e,m,,,,,paeonic,,,,,,
21,23,f,1,n e,r,a,c,f,b,b,,,,b,m,,,,,paeonic,,,,,,
21,23,d,2,noi,,,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,24,d,1,kos,,,n,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,24,e,1,kos,,,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,24,f,1,po,r,a,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,24,f,2,lei,,,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,24,e,1,ke,,,,,b,b,,,,m,m,,,,,paeonic,n,,,,,
21,24,e,1,kro,,,,,m,m,,,,m,m,,,,,paeonic,n,,,,,
21,24,e,1,pi,R,a,,,m,m,,,,m,m,,,,,paeonic,n,,,,,
21,24,E,2,Ai,,,p,,e,e,,,,e,e,,p,e,,paeonic,n,,,,,
21,25,E,2,al,,,,,b,,,b,,,b,proclitic,,b,,paeonic,,,,,,
21,25,,,la,p,g,fl,,e,,,m,,,m,proclitic,,,s,paeonic,,,,,,
21,25,,,KrEs,,,n,,b,b,,m,,,m,,,,s,paeonic,,prolepsis,,,,
21,25,,,KrEs,,,,,m,m,,m,,,m,,,,s,paeonic,,prolepsis,,,,
21,25,,,mOi,,,,,m,m,,m,,,m,,,,,paeonic,,prolepsis,,,,
21,25,,,do,p,g,lf,,e,e,,e,,,m,,,,,paeonic,,prolepsis,,,,
21,25,,,n ho,P,g,fl,,s,,,b,,,m,prepositive,,,,paeonic,,,,,,
21,25,f,1,s e,r,a,,,b,b,,m,,,m,,,,,paeonic,,,,,,
21,25,d,1,Keis,,,n,,m,m,,m,,,m,,,,,paeonic,,,,,,
21,25,e,1,Keis,,,l,,e,e,,e,,,m,,,,,paeonic,,,,,,
21,25,f,1,tri,r,a,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,25,e,1,po,,,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,25,e,1,da,,,p,,e,e,,,,,e,,,,,paeonic,,,,,,
21,25,F,2,bai,r,c,lf,,s,s,,,,,b,,,,,paeonic,,,,,,
21,25,e,1,n' e,,,,,b,,,b,,,m,proclitic,,,,paeonic,,,,,,
21,25,e,1,pi,p,g,fl,,e,,,m,,,m,proclitic,,,,paeonic,,,,,,
21,25,e,1,Te,,,,l,b,b,,m,,,m,,,,,paeonic,,hyperbaton,,,,
21,26,e,2,os,,,c,l,m,m,,m,,,m,,,,,paeonic,,hyperbaton,,,,
21,26,e,1,ti,,,,,m,m,,m,,,m,,,,,paeonic,,hyperbaton,,,,
21,26,f,1,be,p,a,,,m,m,,m,,,m,,,,s,paeonic,,hyperbaton,,,,
21,26,,1,a,,,lf,,e,e,,e,,,m,,,,s,paeonic,,hyperbaton,,,,
21,26,,,tAn,P,a,n,,b,,,b,,,m,prepositive,,,s,paeonic,,,,,,
21,26,,,tAn,P,a,,,m,,,m,,,m,prepositive,,,s,paeonic,,,,,,
21,26,,,de,,,fl,,e,,,m,,,m,prepositive,,,s,paeonic,,,,,,
21,26,,,par,,,,,b,b,,m,,,m,,,,,paeonic,n,,,,,
21,26,,1,nA,,,n,,m,m,,m,,,m,,,,,paeonic,n,,,,,
21,26,E,1,nA,,,,,m,m,,m,,,m,,,,,paeonic,n,,,,,
21,26,fS,1,si,R,a,,,m,m,,m,,,m,,,,,paeonic,n,,,,,
21,26,fS,2,An,,,l,,e,e,,e,,,m,,,,,paeonic,n,,,,,
21,26,e,2,dei,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,26,f,1,ra,p,a,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,26,d,1,da,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,26,e,1,Pi,,,c,l,b,b,,,,,m,,,,,paeonic,,,,,,
21,26,e,2,len,r,a,c,f,m,m,,,,,m,,,,,paeonic,,,,,,
21,26,E,1,Te,,,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,26,E,2,on,,,p,,e,e,,,,,e,,p,e,,paeonic,,,,,,
21,27,A,2,am,,,,,b,,,b,,b,b,proclitic,,b,,paeonic,,,,,,
21,27,d,1,Pi,p,g,fl,,e,,,m,,m,m,proclitic,,,,paeonic,,,,,,
21,27,eF,1,plo,r,a,,,b,b,,m,,m,m,,,,,paeonic,,,,,,
21,27,,1,ka,,,,,m,m,,m,,m,m,,,,,paeonic,,,,,,
21,27,,,mon,,,lf,,e,e,,e,,m,m,,,,s,paeonic,,,,,,
21,27,,,su,P,g,ffl,,s,s,,,,m,m,,,,s,paeonic,,focus,,,,
21,27,,,d' oi,,,c,l,b,b,,,,m,m,,,,s,paeonic,,hyperbaton,,,,
21,27,eF,1,nO,p,c,n,,m,m,,,,m,m,,,,,paeonic,,hyperbaton,,,,
21,27,d,1,nO,p,c,,,m,m,,,,m,m,,,,,paeonic,,hyperbaton,,,,
21,27,,1,pa,,,l,,e,e,,,,m,m,,,,s,paeonic,,hyperbaton,,,,
21,27,B,2,daP,r,a,,,b,b,,,,m,m,,,,,paeonic,n,,,,,
21,27,BF,2,nAs,,,l,,e,e,,,,m,m,,,,,paeonic,n,,,,,
21,27,BF,1,kla,r,a,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,27,A,2,don,,,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,28,A,2,plek,,,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,28,e,1,sa,r,a,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,28,A,1,me,,,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,28,A,1,no,,,l,,e,e,,,,e,m,,,,,paeonic,,,,,,
21,28,A,1,s ap,,,n,,u,u,,,,b,m,,,,i,paeonic,,,,,,
21,28,BF,1,s ap,,,c,f,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,le,r,a,,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,tous,,,l,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,Te,,,,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,me,,,,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,li,r,a,,,u,u,,,,m,m,,,,i,paeonic,,,,,,
21,28,,,ous,,,lfl,,u,u,,,,m,m,elided enclitic,,,i,paeonic,,,,,,
21,28,G,1,t' am,,,n,f,b,b,,,,m,m,elided enclitic,,,,paeonic,,,,,,
21,28,A,1,t' am,,,c,f,m,m,,,,m,m,,,,,paeonic,,,,,,
21,28,BF,1,bro,r,a,,,m,m,,,,m,m,,,,,paeonic,,,,,,
21,28,A,2,tAi,,,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,29,G,2,Kei,,,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,29,G,1,ri,p,g,l,,e,e,,,,m,m,,,,,paeonic,,,,,,
21,29,B,2,sU,r,a,,,b,b,,,,m,m,,,,,paeonic,,,,,,
21,29,BF,2,rO,,,p,,e,e,,,,e,e,,,,,paeonic,,,,,,
21,29,BF,1,n a,r,a,,,b,b,,,,b,b,,,,,paeonic,,,,,,
21,29,A,2,naks,,,p,,e,e,,,,e,e,,,,,paeonic,,hyperbaton,,,,
21,29,,,gAs,R,c,l,,u,u,,,,,u,,,,i,paeonic,n,hyperbaton,,,,
21,29,,,pe,,,,,u,u,,,,,u,,,,i,paeonic,,hyperbaton,,,,
21,29,,,lO,r,a,,,u,u,,,,,u,,,,i,paeonic,,hyperbaton,,,,
21,29,,,rOi,,,l,,u,u,,,,,u,,,,i,paeonic,,hyperbaton,,,,
21,29,,,su,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,29,,,nan,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,29,,,tAis,P,c,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,29,A,1,ko,r,a,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,29,G,2,rAi,,,p,,e,e,,,,,e,,p,e,,paeonic,,,,,,
21,30,E,2,al,,,,,b,,,b,,,b,proclitic,,b,,paeonic,,,,,,
21,30,e,1,la,p,g,fl,,e,,,m,,,m,proclitic,,,,paeonic,,,,,,
21,30,e,1,lA,,,n,,b,b,,m,,,m,,,,,paeonic,n,,,,,
21,30,f,1,lA,,,,,m,m,,m,,,m,,,,,paeonic,n,,,,,
21,30,f,2,tou,p,c,l,,e,e,,e,,,m,,,,,paeonic,n,,,,,
21,30,f,1,s e,,,,l,b,b,,,,,m,,,,,paeonic,,,,,,
21,30,f,1,ra,,,,l,m,m,,,,,m,,,,,paeonic,,,,,,
21,30,f,1,to,,,c,l,m,m,,,,,m,,,,,paeonic,,,,,,
21,30,f,1,gle,r,a,,,m,m,,,,,m,,,,i,paeonic,,,,,,
21,30,,,Pa,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,,,ro,,,l,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,,,n er,r,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,,,no,,,p,,u,u,,,,,u,,,,i,paeonic,,,,,,there should be a pause at the end of this vocative phrase
21,30,,,s a,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,,,gri,r,a,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,30,c,2,Am,,,l,,u,u,,,,,m,,,,i,paeonic,,,,,,
21,31,d,2,pai,R,c,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,31,c,1,da,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,31,f,1,gAs,R,c,n,,b,b,b,,,,m,,,,s,paeonic,,,,,,
21,31,,1,gAs,R,c,lfl,,e,e,e,,,,m,enclitic,,,s,paeonic,n,,,,,
21,31,fS,1,t' e,r,a,,,b,b,,,,,m,,,,,paeonic,n,,,,,
21,31,d,1,pe,,,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,31,d,1,Pne,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,31,e,2,s I,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,31,e,2,oi,p,c,p,,e,e,,,,,e,,,,,paeonic,,,,,,
21,31,e,1,s ho,,,,,b,b,b,,,,b,,,,,paeonic,,,,,,
21,31,,,moi,r,a,,,m,m,m,,,,m,,,,i,paeonic,,,,,,
21,31,,,jOs,,,f,,e,e,m,,,,u,,,,i,paeonic,,,,,,
21,31,,,te,,,fl,,s,,e,,,,u,enclitic,,,i,paeonic,,,,,,
21,31,,,ti,,,,,b,b,,,,,u,,,,i,paeonic,n,,,,,
21,31,,,tu,,,,,m,m,,,,,u,,,,i,paeonic,n,,,,,
21,32,,,o,p,g,lf,,e,e,,,,,u,,,,i,paeonic,n,,,,,
21,32,,,n ho,r,a,,,b,,,b,,,u,prepositive,,,i,paeonic,,,,,,
21,32,,,ti,,,fl,,e,,,m,,,u,prepositive,,,i,paeonic,,,,,,
21,32,f,1,po,r,a,,,b,b,,m,,,u,,,,,paeonic,,,,,,
21,32,e,1,To,,,l,,e,e,,e,,,m,,,,,paeonic,,,,,,
21,32,f,2,n es,r,a,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,32,d,1,Ke,,,l,,e,e,,,,,m,,,,,paeonic,,,,,,
21,32,e,2,mA,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,32,e,2,tros,p,g,lu,,e,e,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,,,,,,ul,,u,u,,,,,u,,,,,paeonic,,,,,,
21,32,f,1,TE,P,c,n,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,32,d,1,TE,P,c,lf,,e,e,,,,,m,,,,,paeonic,,,,,,
21,33,d,2,r' hAi,P,c,fl,,s,,,b,,,m,prepositive,,,i,paeonic,,,,,,
21,33,e,1,ka,,,,,b,b,,m,,,m,,,,,paeonic,,,,,,
21,33,f,2,tek,r,a,,,m,m,,m,,,m,,,,,paeonic,,,,,,
21,33,E,2,tA,,,lu,,e,e,,e,,,m,,,,,paeonic,,,,,,
21,33,A,1,s ho,,,,,b,b,,,,,m,,,,,paeonic,,,,,,
21,33,e,2,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,,,,,ul,,u,u,,,,,u,,,,,paeonic,,,,,,
21,33,,1,sU,r,a,n,,b,b,,,,,u,,,,s,paeonic,,,,,,
21,33,f,1,sU,r,a,,,m,m,,,,,m,,,,,paeonic,,,,,,
21,33,d,2,riG,,,lf,,e,e,,,,,m,,,,,paeonic,,,,,,
21,33,e,1,m' a,,,fl,,s,,,b,,,m,proclitic,,,,paeonic,,,,,,
21,33,f,2,p' eu,,,,,b,b,,m,,,m,,,,i,paeonic,,,,,,
21,34,,1,nOn,p,c,n,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,34,e,1,nOn,p,c,lu,,u,u,,e,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,,,u,u,,,,,u,,,,,paeonic,,,,,,
21,34,,,,,,p,,u,u,,,,,u,,p,e,,paeonic,,,,,,
21,35,,,ho,r,a,,,u,u,,b,,,u,prepositive,,b,i,paeonic,,,,,,
21,35,,,t' e,,,fl,,b,b,,m,,,u,,,,,paeonic,,,,,,
21,35,d,1,pe,,,,,m,m,,m,,,m,,,,,paeonic,,,,,,
21,35,e,2,Prou,r,a,,,m,m,,m,,,m,,,,,paeonic,,,,,,
21,35,E,1,reis,,,n,,m,m,,m,,,m,,,,s,paeonic,,,,,,
21,35,,1,reis,,,lf,,e,e,,m,,,m,,,,s,paeonic,,,,,,
21,35,a,1,de,P,g,fl,,s,,,e,,,m,postpositive,,,,paeonic,,,,,,
21,35,a,1,gA,R,c,n,,b,b,,,,,m,,,,s,paeonic,n,,,,,
21,35,,1,gA,R,c,l,,u,u,,,,,u,,,,s,paeonic,n,,,,,
21,35,,,s i,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,e,,,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,ro,p,a,p,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,n O,r,c,,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,naks,,,p,,u,u,,,,,u,,,,i,paeonic,,,,,,
21,35,,,pa,,,fl,,u,u,,b,,,u,proclitic,,,i,paeonic,,,,,,
21,35,,,r' om,,,,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,36,,,Pa,,,,,u,u,,m,,,u,,,,i,paeonic,,,,,,
21,36,,,lo,p,a,p,,u,u,,e,,,u,,,,i,paeonic,,,,,,
21,36,,,n ho,P,G,fl,,u,u,,b,,,u,proclitic,,,i,paeonic,,prolepsis,,,,
